species_id,scientific_name,aphia_id_lsid,family,genus,common_name,habitat_zone,depth_min_m,depth_max_m,ecological_response,evidence_source,temp_pref_min_c,temp_pref_max_c,salinity_min_psu,salinity_max_psu,hypoxia_avoidance_threshold_umol_kg
ENDECTYON_ENDECTYON_HORNELLI,Endectyon (Endectyon) hornelli,urn:lsid:marinespecies.org:taxname:168034,Raspailiidae,Endectyon,,sessile,,174.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
ACANTHELLA_GORGONOIDES,Acanthella gorgonoides,urn:lsid:marinespecies.org:taxname:557268,Dictyonellidae,Acanthella,,sessile,35.9,147.8,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
CHAETOCEROS_CONSTRICTUS,Chaetoceros constrictus,urn:lsid:marinespecies.org:taxname:156609,Chaetocerotaceae,Chaetoceros,,epiphytic,,,Habitat zone: epiphytic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly epiphytic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
HYALONEMA_COSCINONEMA_INDICUM,Hyalonema (Coscinonema) indicum,urn:lsid:marinespecies.org:taxname:171434,Hyalonematidae,Hyalonema,,sessile,2927.0,2699.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 4.0–12.0 °C; Salinity 34.6–35.2 PSU; Hypoxia avoidance floor 20.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,4.0,12.0,34.6,35.2,20.0
DENDRILLA_MEMBRANOSA,Dendrilla membranosa,urn:lsid:marinespecies.org:taxname:164883,Darwinellidae,Dendrilla,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
DAMIRIA_SIMPLEX,Damiria simplex,urn:lsid:marinespecies.org:taxname:167386,Acarnidae,Damiria,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CERVICORNIA_CUSPIDIFERA,Cervicornia cuspidifera,urn:lsid:marinespecies.org:taxname:170419,Clionaidae,Cervicornia,,sessile,4.0,34.0,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ANNULASTRELLA_SCHMIDTI,Annulastrella schmidti,urn:lsid:marinespecies.org:taxname:170329,Theneidae,Annulastrella,,marine_unclassified,,,Marine taxa classified under family Theneidae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
BIDDULPHIA_BIDDULPHIANA,Biddulphia biddulphiana,urn:lsid:marinespecies.org:taxname:162952,Biddulphiaceae,Biddulphia,,pelagic,,,Marine organism residing in pelagic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
STYLISSA_CONULOSA,Stylissa conulosa,urn:lsid:marinespecies.org:taxname:165706,Scopalinidae,Stylissa,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
LEIODERMATIUM_PFEIFFERAE,Leiodermatium pfeifferae,urn:lsid:marinespecies.org:taxname:134345,Azoricidae,Leiodermatium,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ASTEROMPHALUS_CLEVEANUS,Asteromphalus cleveanus,urn:lsid:marinespecies.org:taxname:632984,Asterolampraceae,Asteromphalus,,marine_unclassified,,,Marine taxa classified under family Asterolampraceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
GEODIA_AREOLATA,Geodia areolata,urn:lsid:marinespecies.org:taxname:170102,Geodiidae,Geodia,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
BIEMNA_FORTIS,Biemna fortis,urn:lsid:marinespecies.org:taxname:168259,Biemnidae,Biemna,,sessile,1.0,30.0,Habitat zone: sessile. Biology & Ecological Notes: Filter-feeder (Ref. 68823). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
DISCODERMIA_LAEVIDISCUS,Discodermia laevidiscus,urn:lsid:marinespecies.org:taxname:171224,Theonellidae,Discodermia,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
HEMIMYCALE_TOPSENTI,Hemimycale topsenti,urn:lsid:marinespecies.org:taxname:170879,Hymedesmiidae,Hemimycale,,sessile,8.0,28.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
STREPTOTHECA_INDICA,Streptotheca indica,urn:lsid:marinespecies.org:taxname:503821,Bellerocheaceae,Streptotheca,,marine_unclassified,,,Marine taxa classified under family Bellerocheaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
CORETHRON_HYSTRIX,Corethron hystrix,urn:lsid:marinespecies.org:taxname:179596,Corethraceae,Corethron,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
STELLITETHYA_REPENS,Stellitethya repens,urn:lsid:marinespecies.org:taxname:170925,Tethyidae,Stellitethya,,sessile,0.0,274.0,"Habitat zone: sessile. Biology & Ecological Notes: Combination depth range:  min from estimate, max from literature. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.",SeaLifeBase,18.0,26.0,34.0,36.2,45.0
CLIONA_ANNULIFERA,Cliona annulifera,urn:lsid:marinespecies.org:taxname:170424,Clionaidae,Cliona,,sessile,14.8,38.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
BIDDULPHIA_HETEROCEROS,Biddulphia heteroceros,urn:lsid:marinespecies.org:taxname:639284,Biddulphiaceae,Biddulphia,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
DOTONA_PULCHELLA,Dotona pulchella,urn:lsid:marinespecies.org:taxname:134150,Clionaidae,Dotona,,marine_unclassified,,,Marine taxa classified under family Clionaidae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
SPONGIA_SPONGIA_BIBULUS,Spongia (Spongia) bibulus,urn:lsid:marinespecies.org:taxname:165167,Spongiidae,Spongia,,sessile,2.9,61.9,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
LICMOPHORA_ABBREVIATA,Licmophora abbreviata,urn:lsid:marinespecies.org:taxname:157062,Licmophoraceae,Licmophora,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
SPIRASTRELLA_PACHYSPIRA,Spirastrella pachyspira,urn:lsid:marinespecies.org:taxname:170713,Spirastrellidae,Spirastrella,,sessile,1.0,25.0,Habitat zone: sessile. Biology & Ecological Notes: Minimum depth from Ref. 116505. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CNEMIDASTER_GILESI,Cnemidaster gilesi,urn:lsid:marinespecies.org:taxname:382752,Zoroasteridae,Cnemidaster,,marine_unclassified,,,Marine taxa classified under family Zoroasteridae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
JASPIS_INVESTIGATRIX,Jaspis investigatrix,urn:lsid:marinespecies.org:taxname:169828,Ancorinidae,Jaspis,,sessile,119.0,172.7,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
AMORPHINOPSIS_FOETIDA,Amorphinopsis foetida,urn:lsid:marinespecies.org:taxname:165724,Halichondriidae,Amorphinopsis,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PLACINOLOPHA_ACANTHOLOPHA,Placinolopha acantholopha,urn:lsid:marinespecies.org:taxname:169726,Plakinidae,Placinolopha,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
LEIASTER_GLABER,Leiaster glaber,urn:lsid:marinespecies.org:taxname:213310,Ophidiasteridae,Leiaster,,benthic,,100.0,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PETROSIA_STRONGYLOPHORA_DURISSIMA,Petrosia (Strongylophora) durissima,urn:lsid:marinespecies.org:taxname:166872,Petrosiidae,Petrosia,,sessile,7.4,88.3,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
ARTEMISINA_INDICA,Artemisina indica,urn:lsid:marinespecies.org:taxname:167898,Microcionidae,Artemisina,,sessile,7.0,380.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
TETILLA_DACTYLOIDEA,Tetilla dactyloidea,urn:lsid:marinespecies.org:taxname:171377,Tetillidae,Tetilla,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
TIMEA_STELLIGERA,Timea stelligera,urn:lsid:marinespecies.org:taxname:134332,Timeidae,Timea,,sessile,3.0,21.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
GRAMMATOPHORA_MARINA,Grammatophora marina,urn:lsid:marinespecies.org:taxname:149338,Striatellaceae,Grammatophora,,marine_unclassified,,,Marine taxa classified under family Striatellaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
SURIRELLA_EXIMIA,Surirella eximia,urn:lsid:marinespecies.org:taxname:636746,Surirellaceae,Surirella,,marine_unclassified,,,Marine taxa classified under family Surirellaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
DYSIDEA_CONICA,Dysidea conica,urn:lsid:marinespecies.org:taxname:164929,Dysideidae,Dysidea,,sessile,7.1,368.7,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
ECHINODICTYUM_FLABELLIFORME,Echinodictyum flabelliforme,urn:lsid:marinespecies.org:taxname:1300859,Raspailiidae,Echinodictyum,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CALLYSPONGIA_CLADOCHALINA_FIBROSA,Callyspongia (Cladochalina) fibrosa,urn:lsid:marinespecies.org:taxname:166211,Callyspongiidae,Callyspongia,,sessile,7.5,64.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
ZYZZYA_PAPILLATA,Zyzzya papillata,urn:lsid:marinespecies.org:taxname:167456,Acarnidae,Zyzzya,,sessile,10.0,30.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
TERPIOS_FUGAX,Terpios fugax,urn:lsid:marinespecies.org:taxname:134307,Suberitidae,Terpios,,sessile,0.0,20.0,Habitat zone: sessile. Biology & Ecological Notes: Occurs in mangrove ponds (Ref. 86789). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
JASPIS_SOLLASI,Jaspis sollasi,urn:lsid:marinespecies.org:taxname:169841,Ancorinidae,Jaspis,,sessile,119.0,172.7,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
HYALODISCUS_RADIATUS,Hyalodiscus radiatus,urn:lsid:marinespecies.org:taxname:962675,Hyalodiscaceae,Hyalodiscus,,marine_unclassified,,,Marine taxa classified under family Hyalodiscaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
MYCALE_ARENOCHALINA_MIRABILIS,Mycale (Arenochalina) mirabilis,urn:lsid:marinespecies.org:taxname:168562,Mycalidae,Mycale,,sessile,44.4,265.3,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
HALICHONDRIA_HALICHONDRIA_NIGROCUTIS,Halichondria (Halichondria) nigrocutis,urn:lsid:marinespecies.org:taxname:1304138,Halichondriidae,Halichondria,,sessile,46.7,255.2,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
STELLETTA_CYLINDRICA,Stelletta cylindrica,urn:lsid:marinespecies.org:taxname:169923,Ancorinidae,Stelletta,,sessile,40.4,344.1,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
HALICLONA_HALICHOCLONA_DEPRESSA,Haliclona (Halichoclona) depressa,urn:lsid:marinespecies.org:taxname:196366,Chalinidae,Haliclona,,sessile,39.6,142.8,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
EURYPON_UNISPICULUM,Eurypon unispiculum,urn:lsid:marinespecies.org:taxname:168070,Raspailiidae,Eurypon,,sessile,5.5,11.0,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
STELLETTA_TETHYOPSIS,Stelletta tethyopsis,urn:lsid:marinespecies.org:taxname:170005,Ancorinidae,Stelletta,,sessile,40.4,344.1,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
